"Sample","Date","DateNr","dDay1","dDay2","dDay3","Station","Area","31UE_ED50","31UN_ED50","Year","Month","Season","Salinity","Temperature","CHLFa"
"WISS.19930525",19930525,"5/25/1993",1238,1240,144,"WISS","OS",549996.38,5717181.05,1993,5,"spring","31.789999999999999","14.6","16.300000000000001"
"WISS.19930622",19930622,"6/22/1993",1266,1268,172,"WISS","OS",549996.38,5717181.05,1993,6,"summer","32.369999999999997","17.300000000000001","7.4000000000000004"
"WISS.19930713",19930713,"7/13/1993",1287,1289,193,"WISS","OS",549996.38,5717181.05,1993,7,"summer","32.530000000000001","18.100000000000001","2.96"
"WISS.19930810",19930810,"34250",1315,1317,221,"WISS","OS",549996.38,5717181.05,1993,8,"summer","32.859999999999999","18.5","4.5199999999999996"
"WISS.19930907",19930907,"34159",1343,1345,249,"WISS","OS",549996.38,5717181.05,1993,9,"autumn","32.289999999999999","16.699999999999999","3.96"
"WISS.19931004",19931004,"34069",1370,1372,276,"WISS","OS",549996.38,5717181.05,1993,10,"autumn","32.079999999999998","14.5","2.46"
"WISS.19931109",19931109,"34223",1406,1408,312,"WISS","OS",549996.38,5717181.05,1993,11,"autumn","31.629999999999999","9.5999999999999996","1.4199999999999999"
"WISS.19931208",19931208,"34193",1435,1437,341,"WISS","OS",549996.38,5717181.05,1993,12,"winter","31.73","5.2000000000000002","1.1799999999999999"
"WISS.19940104",19940104,"34425",1462,1464,3,"WISS","OS",549996.38,5717181.05,1994,1,"winter","30.75","5.0999999999999996","0.83999999999999997"
"WISS.19940131",19940131,"1/31/1994",1489,1491,30,"WISS","OS",549996.38,5717181.05,1994,1,"winter","30.760000000000002","5.5","1.0600000000000001"
"WISS.19940301",19940301,"34337",1518,1520,59,"WISS","OS",549996.38,5717181.05,1994,3,"spring","31.039999999999999","3.1000000000000001","1.6399999999999999"
"WISS.19940316",19940316,"3/16/1994",1533,1535,74,"WISS","OS",549996.38,5717181.05,1994,3,"spring","31.280000000000001","5.9000000000000004","2.02"
"WISS.19940328",19940328,"3/28/1994",1545,1547,86,"WISS","OS",549996.38,5717181.05,1994,3,"spring","30.789999999999999","7","2.4199999999999999"
"WISS.19940419",19940419,"4/19/1994",1567,1569,108,"WISS","OS",549996.38,5717181.05,1994,4,"spring","28.640000000000001","8.4000000000000004","15.199999999999999"
"WISS.19940503",19940503,"34398",1581,1583,122,"WISS","OS",549996.38,5717181.05,1994,5,"spring","30.829999999999998","11.300000000000001","7.4000000000000004"
"WISS.19940517",19940517,"5/17/1994",1595,1597,136,"WISS","OS",549996.38,5717181.05,1994,5,"spring","31.489999999999998","13.699999999999999","3.5"
"WISS.19940531",19940531,"5/31/1994",1609,1611,150,"WISS","OS",549996.38,5717181.05,1994,5,"spring","31.07","13.6","1.0800000000000001"
"WISS.19940614",19940614,"6/14/1994",1623,1625,164,"WISS","OS",549996.38,5717181.05,1994,6,"summer","30.489999999999998","14.800000000000001","2.98"
"WISS.19940627",19940627,"6/27/1994",1636,1638,177,"WISS","OS",549996.38,5717181.05,1994,6,"summer","30.850000000000001","17.100000000000001","8.6999999999999993"
"WISS.19940711",19940711,"34645",1650,1652,191,"WISS","OS",549996.38,5717181.05,1994,7,"summer","31.440000000000001","19.5","5.9000000000000004"
"WISS.19940803",19940803,"34401",1673,1675,214,"WISS","OS",549996.38,5717181.05,1994,8,"summer","31.670000000000002","22","8.4000000000000004"
"WISS.19940816",19940816,"8/16/1994",1686,1688,227,"WISS","OS",549996.38,5717181.05,1994,8,"summer","31.699999999999999","19.800000000000001","11.699999999999999"
"WISS.19940830",19940830,"8/30/1994",1700,1702,241,"WISS","OS",549996.38,5717181.05,1994,8,"summer","32.079999999999998","18.600000000000001","6.7599999999999998"
"WISS.19940913",19940913,"9/13/1994",1714,1716,255,"WISS","OS",549996.38,5717181.05,1994,9,"autumn","32.270000000000003","16.699999999999999","2.4399999999999999"
"WISS.19940928",19940928,"9/28/1994",1729,1731,270,"WISS","OS",549996.38,5717181.05,1994,9,"autumn","31.510000000000002","15.1","3.3399999999999999"
"WISS.19941024",19941024,"10/24/1994",1755,1757,296,"WISS","OS",549996.38,5717181.05,1994,10,"autumn","31.59","12.1","2.1600000000000001"
"WISS.19941123",19941123,"11/23/1994",1785,1787,326,"WISS","OS",549996.38,5717181.05,1994,11,"autumn","32.399999999999999","11.199999999999999","0.88"
"WISS.19941213",19941213,"12/13/1994",1805,1807,346,"WISS","OS",549996.38,5717181.05,1994,12,"winter","32.369999999999997","9.5","1.04"
"WISS.19950105",19950105,"34820",1828,1830,4,"WISS","OS",549996.38,5717181.05,1995,1,"winter","29.66","5.9000000000000004","0.95999999999999996"
"WISS.19950130",19950130,"1/30/1995",1853,1855,29,"WISS","OS",549996.38,5717181.05,1995,1,"winter","29.699999999999999","5.5","0.83999999999999997"
"WISS.19950220",19950220,"2/20/1995",1874,1876,50,"WISS","OS",549996.38,5717181.05,1995,2,"winter","29.890000000000001","6.9000000000000004","1.26"
"WISS.19950313",19950313,"3/13/1995",1895,1897,71,"WISS","OS",549996.38,5717181.05,1995,3,"spring","30.43","6.7000000000000002","1.8"
"WISS.19950327",19950327,"3/27/1995",1909,1911,85,"WISS","OS",549996.38,5717181.05,1995,3,"spring","30.760000000000002","7.5999999999999996","3.4399999999999999"
"WISS.19950411",19950411,"35007",1924,1926,100,"WISS","OS",549996.38,5717181.05,1995,4,"spring","29.390000000000001","8.5999999999999996","9.5"
"WISS.19950426",19950426,"4/26/1995",1939,1941,115,"WISS","OS",549996.38,5717181.05,1995,4,"spring","29.280000000000001","9.8000000000000007","30.600000000000001"
"WISS.19950510",19950510,"34977",1953,1955,129,"WISS","OS",549996.38,5717181.05,1995,5,"spring","NA","12.699999999999999","15.800000000000001"
"WISS.19950523",19950523,"5/23/1995",1966,1968,142,"WISS","OS",549996.38,5717181.05,1995,5,"spring","29.420000000000002","12.5","27.199999999999999"
"WISS.19950608",19950608,"34917",1982,1984,158,"WISS","OS",549996.38,5717181.05,1995,6,"summer","30.420000000000002","15","12.5"
"WISS.19950620",19950620,"6/20/1995",1994,1996,170,"WISS","OS",549996.38,5717181.05,1995,6,"summer","29.079999999999998","15","3.6800000000000002"
"WISS.19950704",19950704,"34796",2008,2010,184,"WISS","OS",549996.38,5717181.05,1995,7,"summer","29.18","17.399999999999999","2.1200000000000001"
"WISS.19950719",19950719,"7/19/1995",2023,2025,199,"WISS","OS",549996.38,5717181.05,1995,7,"summer","29.719999999999999","19.600000000000001","2.2400000000000002"
"WISS.19950802",19950802,"34738",2037,2039,213,"WISS","OS",549996.38,5717181.05,1995,8,"summer","30.129999999999999","21.699999999999999","5.8399999999999999"
"WISS.19950814",19950814,"8/14/1995",2049,2051,225,"WISS","OS",549996.38,5717181.05,1995,8,"summer","30.039999999999999","21.100000000000001","5.8399999999999999"
"WISS.19950829",19950829,"8/29/1995",2064,2066,240,"WISS","OS",549996.38,5717181.05,1995,8,"summer","30.050000000000001","19","2.9399999999999999"
"WISS.19950911",19950911,"35012",2077,2079,253,"WISS","OS",549996.38,5717181.05,1995,9,"autumn","NA","17.600000000000001","2.3999999999999999"
"WISS.19950925",19950925,"9/25/1995",2091,2093,267,"WISS","OS",549996.38,5717181.05,1995,9,"autumn","30.190000000000001","16.800000000000001","3.7400000000000002"
"WISS.19951009",19951009,"34952",2105,2107,281,"WISS","OS",549996.38,5717181.05,1995,10,"autumn","30.48","15.4","3.04"
"WISS.19951106",19951106,"34861",2133,2135,309,"WISS","OS",549996.38,5717181.05,1995,11,"autumn","30.75","12","2.4399999999999999"
"WISS.19951204",19951204,"34801",2161,2163,337,"WISS","OS",549996.38,5717181.05,1995,12,"winter","31.100000000000001","8","0.81999999999999995"
"WISS.19960115",19960115,"1/15/1996",2203,2205,14,"WISS","OS",549996.38,5717181.05,1996,1,"winter","31.800000000000001","3.3999999999999999","0.57999999999999996"
"WISS.19960213",19960213,"2/13/1996",2232,2234,43,"WISS","OS",549996.38,5717181.05,1996,2,"winter","32.030000000000001","0.5","1.52"
"WISS.19960227",19960227,"2/27/1996",2246,2248,57,"WISS","OS",549996.38,5717181.05,1996,2,"winter","31.359999999999999","1.7","2.2200000000000002"
"WISS.19960312",19960312,"35402",2260,2262,71,"WISS","OS",549996.38,5717181.05,1996,3,"spring","31.379999999999999","2.6000000000000001","7.7999999999999998"
"WISS.19960326",19960326,"3/26/1996",2274,2276,85,"WISS","OS",549996.38,5717181.05,1996,3,"spring","33.420000000000002","3.6000000000000001","10.6"
"WISS.19960415",19960415,"4/15/1996",2294,2296,105,"WISS","OS",549996.38,5717181.05,1996,4,"spring","30.920000000000002","5.7999999999999998","9.8000000000000007"
"WISS.19960423",19960423,"4/23/1996",2302,2304,113,"WISS","OS",549996.38,5717181.05,1996,4,"spring","33.299999999999997","8.4000000000000004","10"
"WISS.19960522",19960522,"5/22/1996",2331,2333,142,"WISS","OS",549996.38,5717181.05,1996,5,"spring","32.719999999999999","10.4","1.3999999999999999"
"WISS.19960529",19960529,"5/29/1996",2338,2340,149,"WISS","OS",549996.38,5717181.05,1996,5,"spring","31.59","11.699999999999999","9.5999999999999996"
"WISS.19960611",19960611,"35375",2351,2353,162,"WISS","OS",549996.38,5717181.05,1996,6,"summer","31.57","15.9","1.24"
"WISS.19960626",19960626,"6/26/1996",2366,2368,177,"WISS","OS",549996.38,5717181.05,1996,6,"summer","31.449999999999999","15.199999999999999","8.3000000000000007"
"WISS.19960715",19960715,"7/15/1996",2385,2387,196,"WISS","OS",549996.38,5717181.05,1996,7,"summer","31.809999999999999","17.399999999999999","3.3399999999999999"
"WISS.19960730",19960730,"7/30/1996",2400,2402,211,"WISS","OS",549996.38,5717181.05,1996,7,"summer","31.420000000000002","18.300000000000001","4.4400000000000004"
"WISS.19960814",19960814,"8/14/1996",2415,2417,226,"WISS","OS",549996.38,5717181.05,1996,8,"summer","31.870000000000001","18.699999999999999","2.4399999999999999"
"WISS.19960826",19960826,"8/26/1996",2427,2429,238,"WISS","OS",549996.38,5717181.05,1996,8,"summer","32.159999999999997","19.199999999999999","4.3600000000000003"
"WISS.19960909",19960909,"35317",2441,2443,252,"WISS","OS",549996.38,5717181.05,1996,9,"autumn","32.020000000000003","17.800000000000001","5.96"
"WISS.19960923",19960923,"9/23/1996",2455,2457,266,"WISS","OS",549996.38,5717181.05,1996,9,"autumn","31.370000000000001","14.5","2.3999999999999999"
"WISS.19961015",19961015,"10/15/1996",2477,2479,288,"WISS","OS",549996.38,5717181.05,1996,10,"autumn","32.369999999999997","13.9","1.52"
"WISS.19961111",19961111,"35380",2504,2506,315,"WISS","OS",549996.38,5717181.05,1996,11,"autumn","32.390000000000001","10.800000000000001","1.1599999999999999"
"WISS.19961203",19961203,"35136",2526,2528,337,"WISS","OS",549996.38,5717181.05,1996,12,"winter","32.670000000000002","7","1.1599999999999999"
"WISS.19970114",19970114,"1/14/1997",2568,2570,13,"WISS","OS",549996.38,5717181.05,1997,1,"winter","NA","NA","NA"
"WISS.19970204",19970204,"35522",2589,2591,34,"WISS","OS",549996.38,5717181.05,1997,2,"winter","32.479999999999997","2.0899999999999999","0.95999999999999996"
"WISS.19970225",19970225,"2/25/1997",2610,2612,55,"WISS","OS",549996.38,5717181.05,1997,2,"winter","31.989999999999998","5.2300000000000004","3.7200000000000002"
"WISS.19970311",19970311,"35737",2624,2626,69,"WISS","OS",549996.38,5717181.05,1997,3,"spring","32.289999999999999","7.1900000000000004","3.1800000000000002"
"WISS.19970324",19970324,"3/24/1997",2637,2639,82,"WISS","OS",549996.38,5717181.05,1997,3,"spring","32.5","7.6100000000000003","9.3200000000000003"
"WISS.19970408",19970408,"35646",2652,2654,97,"WISS","OS",549996.38,5717181.05,1997,4,"spring","32.810000000000002","8.7799999999999994","23.800000000000001"
"WISS.19970422",19970422,"4/22/1997",2666,2668,111,"WISS","OS",549996.38,5717181.05,1997,4,"spring","31.690000000000001","8.7699999999999996","18.239999999999998"
"WISS.19970513",19970513,"5/13/1997",2687,2689,132,"WISS","OS",549996.38,5717181.05,1997,5,"spring","32.299999999999997","11.17","1.04"
"WISS.19970527",19970527,"5/27/1997",2701,2703,146,"WISS","OS",549996.38,5717181.05,1997,5,"spring","32.07","13.76","5.9400000000000004"
"WISS.19970609",19970609,"35679",2714,2716,159,"WISS","OS",549996.38,5717181.05,1997,6,"summer","31.420000000000002","16.460000000000001","NA"
"WISS.19970610",19970610,"35709",2715,2717,160,"WISS","OS",549996.38,5717181.05,1997,6,"summer","NA","NA","8.3399999999999999"
"WISS.19970623",19970623,"6/23/1997",2728,2730,173,"WISS","OS",549996.38,5717181.05,1997,6,"summer","31.93","16.399999999999999","4.7999999999999998"
"WISS.19970701",19970701,"35437",2736,2738,181,"WISS","OS",549996.38,5717181.05,1997,7,"summer","31.93","15.949999999999999","NA"
"WISS.19970708",19970708,"35649",2743,2745,188,"WISS","OS",549996.38,5717181.05,1997,7,"summer","31.699999999999999","17.469999999999999","3.2400000000000002"
"WISS.19970715",19970715,"7/15/1997",2750,2752,195,"WISS","OS",549996.38,5717181.05,1997,7,"summer","31.800000000000001","18.809999999999999","8.8399999999999999"
"WISS.19970729",19970729,"7/29/1997",2764,2766,209,"WISS","OS",549996.38,5717181.05,1997,7,"summer","31.539999999999999","19.25","2.8999999999999999"
"WISS.19970820",19970820,"8/20/1997",2786,2788,231,"WISS","OS",549996.38,5717181.05,1997,8,"summer","32.119999999999997","22.350000000000001","4.5"
"WISS.19970902",19970902,"35470",2799,2801,244,"WISS","OS",549996.38,5717181.05,1997,9,"autumn","32.390000000000001","20.5","4.1600000000000001"
"WISS.19970916",19970916,"9/16/1997",2813,2815,258,"WISS","OS",549996.38,5717181.05,1997,9,"autumn","32.609999999999999","17.510000000000002","2.6000000000000001"
"WISS.19971022",19971022,"10/22/1997",2849,2851,294,"WISS","OS",549996.38,5717181.05,1997,10,"autumn","32.270000000000003","13.09","NA"
"WISS.19971124",19971124,"11/24/1997",2882,2884,327,"WISS","OS",549996.38,5717181.05,1997,11,"autumn","32.460000000000001","8.8100000000000005","1.1599999999999999"
"WISS.19971217",19971217,"12/17/1997",2905,2907,350,"WISS","OS",549996.38,5717181.05,1997,12,"winter","32.420000000000002","5.6200000000000001","NA"
"WISS.19980114",19980114,"1/14/1998",2933,2935,13,"WISS","OS",549996.38,5717181.05,1998,1,"winter","31.949999999999999","6.25","0.97999999999999998"
"WISS.19980211",19980211,"36101",2961,2963,41,"WISS","OS",549996.38,5717181.05,1998,2,"winter","31.510000000000002","4.1399999999999997","0.93999999999999995"
"WISS.19980225",19980225,"2/25/1998",2975,2977,55,"WISS","OS",549996.38,5717181.05,1998,2,"winter","32.090000000000003","6.29","2.2999999999999998"
"WISS.19980311",19980311,"36102",2989,2991,69,"WISS","OS",549996.38,5717181.05,1998,3,"spring","31.989999999999998","6.7800000000000002","3.3799999999999999"
"WISS.19980324",19980324,"3/24/1998",3002,3004,82,"WISS","OS",549996.38,5717181.05,1998,3,"spring","31.23","7.4199999999999999","4.5199999999999996"
"WISS.19980408",19980408,"36011",3017,3019,97,"WISS","OS",549996.38,5717181.05,1998,4,"spring","NA","9.9000000000000004","3.8999999999999999"
"WISS.19980422",19980422,"4/22/1998",3031,3033,111,"WISS","OS",549996.38,5717181.05,1998,4,"spring","31.989999999999998","9.1400000000000006","35.200000000000003"
"WISS.19980507",19980507,"35981",3046,3048,126,"WISS","OS",549996.38,5717181.05,1998,5,"spring","31.260000000000002","10.92","10.199999999999999"
"WISS.19980519",19980519,"5/19/1998",3058,3060,138,"WISS","OS",549996.38,5717181.05,1998,5,"spring","31.93","15.369999999999999","3.9199999999999999"
"WISS.19980604",19980604,"35891",3074,3076,154,"WISS","OS",549996.38,5717181.05,1998,6,"summer","32.07","15.99","10.800000000000001"
"WISS.19980616",19980616,"6/16/1998",3086,3088,166,"WISS","OS",549996.38,5717181.05,1998,6,"summer","32.079999999999998","16.109999999999999","5.9800000000000004"
"WISS.19980630",19980630,"6/30/1998",3100,3102,180,"WISS","OS",549996.38,5717181.05,1998,6,"summer","32.240000000000002","17.719999999999999","4.8799999999999999"
"WISS.19980715",19980715,"7/15/1998",3115,3117,195,"WISS","OS",549996.38,5717181.05,1998,7,"summer","32.520000000000003","17.199999999999999","4.9800000000000004"
"WISS.19980804",19980804,"35893",3135,3137,215,"WISS","OS",549996.38,5717181.05,1998,8,"summer","32.950000000000003","18.84","4.2400000000000002"
"WISS.19980818",19980818,"8/18/1998",3149,3151,229,"WISS","OS",549996.38,5717181.05,1998,8,"summer","33.530000000000001","20.059999999999999","3.7999999999999998"
"WISS.19980901",19980901,"35804",3163,3165,243,"WISS","OS",549996.38,5717181.05,1998,9,"autumn","33.539999999999999","17.210000000000001","2.5"
"WISS.19980916",19980916,"9/16/1998",3178,3180,258,"WISS","OS",549996.38,5717181.05,1998,9,"autumn","33.240000000000002","15.859999999999999","2.5600000000000001"
"WISS.19981013",19981013,"10/13/1998",3205,3207,285,"WISS","OS",549996.38,5717181.05,1998,10,"autumn","32.649999999999999","13.039999999999999","1.5"
"WISS.19981110",19981110,"36079",3233,3235,313,"WISS","OS",549996.38,5717181.05,1998,11,"autumn","32.259999999999998","9.7899999999999991","1.1200000000000001"
"WISS.19981208",19981208,"36019",3261,3263,341,"WISS","OS",549996.38,5717181.05,1998,12,"winter","31.350000000000001","4.54","NA"
"WISS.19990118",19990118,"1/18/1999",3302,3304,17,"WISS","OS",549996.38,5717181.05,1999,1,"winter","31.010000000000002","5.3099999999999996","0.81999999999999995"
"WISS.19990216",19990216,"2/16/1999",3331,3333,46,"WISS","OS",549996.38,5717181.05,1999,2,"winter","29.02","4.46","1.24"
"WISS.19990308",19990308,"36375",3351,3353,66,"WISS","OS",549996.38,5717181.05,1999,3,"spring","29.800000000000001","5.8099999999999996","1.26"
"WISS.19990322",19990322,"3/22/1999",3365,3367,80,"WISS","OS",549996.38,5717181.05,1999,3,"spring","31.050000000000001","6.9000000000000004","4.2199999999999998"
"WISS.19990406",19990406,"36315",3380,3382,95,"WISS","OS",549996.38,5717181.05,1999,4,"spring","30.579999999999998","9.2300000000000004","3.6400000000000001"
"WISS.19990419",19990419,"4/19/1999",3393,3395,108,"WISS","OS",549996.38,5717181.05,1999,4,"spring","30.800000000000001","9.5700000000000003","20.199999999999999"
"WISS.19990503",19990503,"36224",3407,3409,122,"WISS","OS",549996.38,5717181.05,1999,5,"spring","30.609999999999999","12.57","22.600000000000001"
"WISS.19990518",19990518,"5/18/1999",3422,3424,137,"WISS","OS",549996.38,5717181.05,1999,5,"spring","30.969999999999999","13.789999999999999","3.1400000000000001"
"WISS.19990601",19990601,"36166",3436,3438,151,"WISS","OS",549996.38,5717181.05,1999,6,"summer","31.050000000000001","16.32","12"
"WISS.19990615",19990615,"6/15/1999",3450,3452,165,"WISS","OS",549996.38,5717181.05,1999,6,"summer","31.27","16.699999999999999","8.4399999999999995"
"WISS.19990630",19990630,"6/30/1999",3465,3467,180,"WISS","OS",549996.38,5717181.05,1999,6,"summer","31.149999999999999","18.010000000000002","6"
"WISS.19990713",19990713,"7/13/1999",3478,3480,193,"WISS","OS",549996.38,5717181.05,1999,7,"summer","32.07","19.890000000000001","6.04"
"WISS.19990720",19990720,"7/20/1999",3485,3487,200,"WISS","OS",549996.38,5717181.05,1999,7,"summer","32","20.140000000000001","6.2800000000000002"
"WISS.19990803",19990803,"36227",3499,3501,214,"WISS","OS",549996.38,5717181.05,1999,8,"summer","31.66","20.48","3.3799999999999999"
"WISS.19990817",19990817,"8/17/1999",3513,3515,228,"WISS","OS",549996.38,5717181.05,1999,8,"summer","32.200000000000003","19.57","3.6400000000000001"
"WISS.19990831",19990831,"8/31/1999",3527,3529,242,"WISS","OS",549996.38,5717181.05,1999,8,"summer","32.07","19.510000000000002","3.2000000000000002"
"WISS.19990914",19990914,"9/14/1999",3541,3543,256,"WISS","OS",549996.38,5717181.05,1999,9,"autumn","32.469999999999999","19.93","1.8200000000000001"
"WISS.19991019",19991019,"10/19/1999",3576,3578,291,"WISS","OS",549996.38,5717181.05,1999,10,"autumn","32.18","13.16","2.5600000000000001"
"WISS.19991123",19991123,"11/23/1999",3611,3613,326,"WISS","OS",549996.38,5717181.05,1999,11,"autumn","30.969999999999999","8.0999999999999996","1.5800000000000001"
"WISS.19991220",19991220,"12/20/1999",3638,3640,353,"WISS","OS",549996.38,5717181.05,1999,12,"winter","30.300000000000001","5.9000000000000004","0.59999999999999998"
"WISS.20000110",20000110,"36800",3659,3661,9,"WISS","OS",549996.38,5717181.05,2000,1,"winter","31.239999999999998","5.5800000000000001","0.83999999999999997"
"WISS.20000209",20000209,"36771",3689,3691,39,"WISS","OS",549996.38,5717181.05,2000,2,"winter","30.309999999999999","5.71","1.1200000000000001"
"WISS.20000313",20000313,"3/13/2000",3722,3724,72,"WISS","OS",549996.38,5717181.05,2000,3,"spring","29.870000000000001","7.0499999999999998","2.2799999999999998"
"WISS.20000328",20000328,"3/28/2000",3737,3739,87,"WISS","OS",549996.38,5717181.05,2000,3,"spring","29.469999999999999","7.7800000000000002","4.8399999999999999"
"WISS.20000411",20000411,"36834",3751,3753,101,"WISS","OS",549996.38,5717181.05,2000,4,"spring","29.829999999999998","8.4299999999999997","5.2999999999999998"
"WISS.20000425",20000425,"4/25/2000",3765,3767,115,"WISS","OS",549996.38,5717181.05,2000,4,"spring","30.420000000000002","10.1","6.3600000000000003"
"WISS.20000510",20000510,"36804",3780,3782,130,"WISS","OS",549996.38,5717181.05,2000,5,"spring","30.489999999999998","12.800000000000001","17.800000000000001"
"WISS.20000523",20000523,"5/23/2000",3793,3795,143,"WISS","OS",549996.38,5717181.05,2000,5,"spring","30.41","14.630000000000001","25.399999999999999"
"WISS.20000607",20000607,"36713",3808,3810,158,"WISS","OS",549996.38,5717181.05,2000,6,"summer","31.25","15.23","4.2999999999999998"
"WISS.20000621",20000621,"6/21/2000",3822,3824,172,"WISS","OS",549996.38,5717181.05,2000,6,"summer","NA","NA","11.199999999999999"
"WISS.20000705",20000705,"36653",3836,3838,186,"WISS","OS",549996.38,5717181.05,2000,7,"summer","31.5","18.030000000000001","5.0999999999999996"
"WISS.20000717",20000717,"7/17/2000",3848,3850,198,"WISS","OS",549996.38,5717181.05,2000,7,"summer","32.729999999999997","14.98","6.5"
"WISS.20000731",20000731,"7/31/2000",3862,3864,212,"WISS","OS",549996.38,5717181.05,2000,7,"summer","30.510000000000002","18.120000000000001","4.2400000000000002"
"WISS.20000814",20000814,"8/14/2000",3876,3878,226,"WISS","OS",549996.38,5717181.05,2000,8,"summer","31.23","20.199999999999999","6.2800000000000002"
"WISS.20000828",20000828,"8/28/2000",3890,3892,240,"WISS","OS",549996.38,5717181.05,2000,8,"summer","31.710000000000001","19.66","4.2000000000000002"
"WISS.20000911",20000911,"36839",3904,3906,254,"WISS","OS",549996.38,5717181.05,2000,9,"autumn","31.93","17.969999999999999","2.1800000000000002"
"WISS.20000925",20000925,"9/25/2000",3918,3920,268,"WISS","OS",549996.38,5717181.05,2000,9,"autumn","32.130000000000003","17.870000000000001","2.2000000000000002"
"WISS.20001017",20001017,"10/17/2000",3940,3942,290,"WISS","OS",549996.38,5717181.05,2000,10,"autumn","31.940000000000001","13.44","1.8400000000000001"
"WISS.20001120",20001120,"11/20/2000",3974,3976,324,"WISS","OS",549996.38,5717181.05,2000,11,"autumn","31.93","8.8900000000000006","0.97999999999999998"
"WISS.20001205",20001205,"36658",3989,3991,339,"WISS","OS",549996.38,5717181.05,2000,12,"winter","NA","NA","0.97999999999999998"
"WISS.20001206",20001206,"36689",3990,3992,340,"WISS","OS",549996.38,5717181.05,2000,12,"winter","31.629999999999999","8.5099999999999998","NA"
"WISS.20010109",20010109,"37135",4024,4026,8,"WISS","OS",549996.38,5717181.05,2001,1,"winter","31.260000000000002","5.25","0.93999999999999995"
"WISS.20010212",20010212,"37227",4058,4060,42,"WISS","OS",549996.38,5717181.05,2001,2,"winter","31.440000000000001","5.3300000000000001","1.1399999999999999"
"WISS.20010312",20010312,"37228",4086,4088,70,"WISS","OS",549996.38,5717181.05,2001,3,"spring","31.190000000000001","5.6200000000000001","4.1200000000000001"
"WISS.20010326",20010326,"3/26/2001",4100,4102,84,"WISS","OS",549996.38,5717181.05,2001,3,"spring","31.210000000000001","5.8600000000000003","16.199999999999999"
"WISS.20010410",20010410,"37168",4115,4117,99,"WISS","OS",549996.38,5717181.05,2001,4,"spring","31.309999999999999","8.1999999999999993","25.600000000000001"
"WISS.20010423",20010423,"4/23/2001",4128,4130,112,"WISS","OS",549996.38,5717181.05,2001,4,"spring","28.239999999999998","8.4199999999999999","25.800000000000001"
"WISS.20010507",20010507,"37077",4142,4144,126,"WISS","OS",549996.38,5717181.05,2001,5,"spring","29.280000000000001","10.130000000000001","14"
"WISS.20010516",20010516,"5/16/2001",4151,4153,135,"WISS","OS",549996.38,5717181.05,2001,5,"spring","28.440000000000001","12.91","4.6399999999999997"
"WISS.20010605",20010605,"37017",4171,4173,155,"WISS","OS",549996.38,5717181.05,2001,6,"summer","30.530000000000001","14.57","11.6"
"WISS.20010618",20010618,"6/18/2001",4184,4186,168,"WISS","OS",549996.38,5717181.05,2001,6,"summer","31.629999999999999","16.27","2.9199999999999999"
"WISS.20010702",20010702,"36929",4198,4200,182,"WISS","OS",549996.38,5717181.05,2001,7,"summer","31.98","18.670000000000002","5.7999999999999998"
"WISS.20010717",20010717,"7/17/2001",4213,4215,197,"WISS","OS",549996.38,5717181.05,2001,7,"summer","32.100000000000001","18.649999999999999","3.8999999999999999"
"WISS.20010730",20010730,"7/30/2001",4226,4228,210,"WISS","OS",549996.38,5717181.05,2001,7,"summer","33.020000000000003","20.289999999999999","3.7599999999999998"
"WISS.20010814",20010814,"8/14/2001",4241,4243,225,"WISS","OS",549996.38,5717181.05,2001,8,"summer","33.219999999999999","19.140000000000001","2.2400000000000002"
"WISS.20010828",20010828,"8/28/2001",4255,4257,239,"WISS","OS",549996.38,5717181.05,2001,8,"summer","33.75","20.879999999999999","3"
"WISS.20010910",20010910,"37173",4268,4270,252,"WISS","OS",549996.38,5717181.05,2001,9,"autumn","31.600000000000001","16.579999999999998","4.8799999999999999"
"WISS.20010924",20010924,"9/24/2001",4282,4284,266,"WISS","OS",549996.38,5717181.05,2001,9,"autumn","31.350000000000001","15.460000000000001","2.3399999999999999"
"WISS.20011016",20011016,"10/16/2001",4304,4306,288,"WISS","OS",549996.38,5717181.05,2001,10,"autumn","31.690000000000001","15.289999999999999","2.1400000000000001"
"WISS.20011120",20011120,"11/20/2001",4339,4341,323,"WISS","OS",549996.38,5717181.05,2001,11,"autumn","31.350000000000001","10.09","1.04"
"WISS.20011217",20011217,"12/17/2001",4366,4368,350,"WISS","OS",549996.38,5717181.05,2001,12,"winter","31.140000000000001","6.4100000000000001","1.1200000000000001"
"WISS.20020114",20020114,"1/14/2002",4394,4396,13,"WISS","OS",549996.38,5717181.05,2002,1,"winter","30.809999999999999","3.6400000000000001","0.90000000000000002"
"WISS.20020211",20020211,"37562",4422,4424,41,"WISS","OS",549996.38,5717181.05,2002,2,"winter","31.010000000000002","7.6500000000000004","5.2999999999999998"
"WISS.20020311",20020311,"37563",4450,4452,69,"WISS","OS",549996.38,5717181.05,2002,3,"spring","30.719999999999999","7.3700000000000001","4.04"
"WISS.20020326",20020326,"3/26/2002",4465,4467,84,"WISS","OS",549996.38,5717181.05,2002,3,"spring","30.940000000000001","8.2799999999999994","5.3600000000000003"
"WISS.20020410",20020410,"37533",4480,4482,99,"WISS","OS",549996.38,5717181.05,2002,4,"spring","31.309999999999999","9.2400000000000002","29"
"WISS.20020423",20020423,"4/23/2002",4493,4495,112,"WISS","OS",549996.38,5717181.05,2002,4,"spring","31.210000000000001","10.699999999999999","10.199999999999999"
